rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay_at_checkout,delay_of_previous_client_in_minutes,previous_client_late,delay_of_rental_start_in_minutes,client_rental_start_impacted
560169,367919,connect,ended,15.0,554745.0,0.0,checkout delayed,-32.0,no,-32.0,no
540035,358772,connect,ended,51.0,537504.0,540.0,checkout delayed,-43.0,no,-583.0,no
543665,397413,mobile,ended,7.0,541444.0,30.0,checkout delayed,901.0,yes,871.0,yes
543931,190291,connect,ended,-173.0,535349.0,510.0,checkout not delayed,-37.0,no,-547.0,no
543965,192179,connect,canceled,,526733.0,120.0,checkout not delayed,-94.0,no,-214.0,no
544576,377119,connect,ended,-2.0,542935.0,360.0,checkout not delayed,16.0,yes,-344.0,no
544972,407389,mobile,ended,41.0,529569.0,270.0,checkout delayed,242.0,yes,-28.0,no
545005,362339,connect,ended,13.0,538954.0,570.0,checkout delayed,-914.0,no,-1484.0,no
545105,320780,mobile,ended,167.0,540181.0,690.0,checkout delayed,28.0,yes,-662.0,no
545211,310661,mobile,ended,10.0,536387.0,450.0,checkout delayed,5.0,yes,-445.0,no
545582,382060,mobile,ended,6606.0,544670.0,660.0,checkout delayed,-27.0,no,-687.0,no
546592,296967,connect,canceled,,545025.0,240.0,checkout not delayed,415.0,yes,175.0,yes
537302,380813,mobile,ended,-34.0,543359.0,660.0,checkout not delayed,594.0,yes,-66.0,no
537401,408927,mobile,ended,4.0,546980.0,60.0,checkout delayed,11.0,yes,-49.0,no
563312,347873,connect,ended,-44.0,555622.0,570.0,checkout not delayed,-154.0,no,-724.0,no
563644,192643,mobile,ended,,563362.0,180.0,checkout not delayed,,no,,no
563830,361262,mobile,ended,-274.0,564208.0,270.0,checkout not delayed,90.0,yes,-180.0,no
564480,415326,mobile,ended,,562579.0,600.0,checkout not delayed,,no,,no
565162,342699,connect,ended,52.0,564294.0,270.0,checkout delayed,,no,,no
566054,390729,mobile,ended,17.0,556355.0,90.0,checkout delayed,,no,,no
566342,383443,connect,ended,-598.0,564616.0,480.0,checkout not delayed,-113.0,no,-593.0,no
566561,342699,connect,ended,-13.0,564845.0,0.0,checkout not delayed,-61.0,no,-61.0,no
566606,415533,mobile,ended,-1.0,566705.0,660.0,checkout not delayed,-17.0,no,-677.0,no
562514,272430,connect,ended,-25.0,562848.0,0.0,checkout not delayed,-63.0,no,-63.0,no
562896,376677,connect,canceled,,563347.0,600.0,checkout not delayed,-212.0,no,-812.0,no
563251,383720,connect,ended,-33.0,554559.0,720.0,checkout not delayed,19.0,yes,-701.0,no
563305,406554,connect,canceled,,561185.0,150.0,checkout not delayed,-5.0,no,-155.0,no
567472,223850,mobile,canceled,,561253.0,210.0,checkout not delayed,83.0,yes,-127.0,no
567702,330679,mobile,ended,,549583.0,0.0,checkout not delayed,39.0,yes,39.0,yes
568014,413333,mobile,ended,94.0,561744.0,720.0,checkout delayed,-3.0,no,-723.0,no
519066,331903,mobile,ended,51.0,509729.0,210.0,checkout delayed,19.0,yes,-191.0,no
520498,195467,mobile,ended,-2676.0,543363.0,660.0,checkout not delayed,,no,,no
545732,374684,mobile,ended,-226.0,542561.0,720.0,checkout not delayed,-1.0,no,-721.0,no
546201,307439,mobile,ended,625.0,545098.0,720.0,checkout delayed,-45.0,no,-765.0,no
546870,377700,mobile,ended,36.0,552710.0,90.0,checkout delayed,5.0,yes,-85.0,no
546958,405005,connect,canceled,,546959.0,570.0,checkout not delayed,38.0,yes,-532.0,no
547783,194343,connect,ended,-61.0,545064.0,30.0,checkout not delayed,74.0,yes,44.0,yes
547797,397838,mobile,ended,14.0,542249.0,90.0,checkout delayed,-84.0,no,-174.0,no
548232,349678,connect,ended,-100.0,547238.0,180.0,checkout not delayed,-652.0,no,-832.0,no
549714,346208,connect,ended,-126.0,553005.0,240.0,checkout not delayed,-6.0,no,-246.0,no
550616,368432,mobile,ended,-65.0,527378.0,0.0,checkout not delayed,0.0,no,0.0,no
551143,390467,connect,canceled,,548851.0,60.0,checkout not delayed,-16.0,no,-76.0,no
551327,376626,mobile,ended,-207.0,538892.0,660.0,checkout not delayed,19.0,yes,-641.0,no
551540,408910,mobile,ended,79.0,536101.0,720.0,checkout delayed,-60.0,no,-780.0,no
555451,390702,connect,ended,175.0,560568.0,120.0,checkout delayed,-106.0,no,-226.0,no
555637,300505,connect,ended,-1.0,545888.0,60.0,checkout not delayed,-137.0,no,-197.0,no
549269,375307,mobile,ended,39.0,535903.0,720.0,checkout delayed,67.0,yes,-653.0,no
549387,338940,mobile,ended,,548303.0,60.0,checkout not delayed,-101.0,no,-161.0,no
550302,411454,mobile,ended,,546923.0,480.0,checkout not delayed,,no,,no
550575,402078,mobile,ended,-139.0,543717.0,0.0,checkout not delayed,-7.0,no,-7.0,no
551081,341630,mobile,ended,731.0,549811.0,690.0,checkout delayed,114.0,yes,-576.0,no
560221,364652,connect,canceled,,551511.0,60.0,checkout not delayed,-81.0,no,-141.0,no
560431,284713,connect,ended,-45.0,567229.0,600.0,checkout not delayed,-4.0,no,-604.0,no
560640,410939,connect,canceled,,548152.0,60.0,checkout not delayed,,no,,no
560796,407419,connect,ended,26.0,545608.0,0.0,checkout delayed,-54.0,no,-54.0,no
548172,361156,mobile,ended,-29.0,522848.0,300.0,checkout not delayed,-5.0,no,-305.0,no
549107,350873,connect,ended,-4.0,547903.0,0.0,checkout not delayed,-215.0,no,-215.0,no
550534,226317,mobile,ended,,544324.0,0.0,checkout not delayed,,no,,no
561749,304775,connect,canceled,,558858.0,510.0,checkout not delayed,18.0,yes,-492.0,no
562317,345080,connect,ended,-9.0,563786.0,210.0,checkout not delayed,-80.0,no,-290.0,no
562760,348462,mobile,ended,,562721.0,0.0,checkout not delayed,11.0,yes,11.0,yes
559276,403270,mobile,ended,,559235.0,480.0,checkout not delayed,-635.0,no,-1115.0,no
560369,410939,connect,canceled,,548152.0,0.0,checkout not delayed,,no,,no
560466,404731,mobile,ended,1250.0,556577.0,0.0,checkout delayed,287.0,yes,287.0,yes
560754,412378,mobile,ended,146.0,560199.0,240.0,checkout delayed,108.0,yes,-132.0,no
561590,270867,connect,ended,22.0,554496.0,510.0,checkout delayed,89.0,yes,-421.0,no
562498,351258,mobile,ended,-20.0,544878.0,630.0,checkout not delayed,29.0,yes,-601.0,no
562833,360551,connect,ended,-10.0,560777.0,330.0,checkout not delayed,-25.0,no,-355.0,no
552224,393799,mobile,ended,290.0,531793.0,120.0,checkout delayed,39.0,yes,-81.0,no
553066,300505,connect,ended,77.0,552707.0,90.0,checkout delayed,-92.0,no,-182.0,no
553100,412093,mobile,ended,67.0,557175.0,120.0,checkout delayed,74.0,yes,-46.0,no
553407,407389,mobile,ended,341.0,549457.0,660.0,checkout delayed,-588.0,no,-1248.0,no
554605,265239,connect,ended,-431.0,551587.0,90.0,checkout not delayed,12.0,yes,-78.0,no
540063,408117,mobile,ended,9787.0,540574.0,90.0,checkout delayed,0.0,no,-90.0,no
540124,380859,mobile,ended,26.0,539717.0,150.0,checkout delayed,164.0,yes,14.0,yes
540312,223640,mobile,ended,,541480.0,60.0,checkout not delayed,,no,,no
541160,380833,mobile,ended,-22.0,556918.0,60.0,checkout not delayed,35.0,yes,-25.0,no
553964,381012,mobile,ended,-707.0,547734.0,720.0,checkout not delayed,83.0,yes,-637.0,no
554608,305525,connect,ended,-13.0,552965.0,270.0,checkout not delayed,-6.0,no,-276.0,no
555646,407465,connect,ended,-6.0,553623.0,30.0,checkout not delayed,-59.0,no,-89.0,no
556448,285452,connect,ended,14.0,556131.0,30.0,checkout delayed,-74.0,no,-104.0,no
568111,205041,mobile,canceled,,564302.0,390.0,checkout not delayed,41.0,yes,-349.0,no
568133,224728,mobile,canceled,,567789.0,30.0,checkout not delayed,-130.0,no,-160.0,no
568627,405142,connect,ended,-45.0,560761.0,660.0,checkout not delayed,-67.0,no,-727.0,no
569087,193097,connect,canceled,,566731.0,0.0,checkout not delayed,252.0,yes,252.0,yes
569260,371572,connect,canceled,,554835.0,0.0,checkout not delayed,-11.0,no,-11.0,no
569383,407636,connect,ended,55.0,560335.0,60.0,checkout delayed,-159.0,no,-219.0,no
569932,321322,mobile,ended,64.0,570206.0,0.0,checkout delayed,13.0,yes,13.0,yes
572423,225617,mobile,ended,,570969.0,660.0,checkout not delayed,,no,,no
523462,186958,mobile,ended,-61.0,554177.0,690.0,checkout not delayed,-40.0,no,-730.0,no
567038,407465,connect,ended,-3.0,566140.0,180.0,checkout not delayed,41.0,yes,-139.0,no
567347,328263,mobile,ended,-59.0,565243.0,150.0,checkout not delayed,10.0,yes,-140.0,no
567859,310918,connect,ended,-14.0,562013.0,600.0,checkout not delayed,15.0,yes,-585.0,no
568031,394043,mobile,ended,665.0,565470.0,120.0,checkout delayed,15.0,yes,-105.0,no
568084,214635,connect,ended,-22.0,549978.0,540.0,checkout not delayed,-32.0,no,-572.0,no
568317,314220,mobile,ended,-106.0,561970.0,720.0,checkout not delayed,-8.0,no,-728.0,no
569062,364882,connect,ended,42.0,566930.0,0.0,checkout delayed,-106.0,no,-106.0,no
569501,295830,connect,ended,-9.0,557587.0,120.0,checkout not delayed,-404.0,no,-524.0,no
571752,402235,mobile,ended,34.0,557648.0,0.0,checkout delayed,91.0,yes,91.0,yes
575013,293910,mobile,ended,-15.0,563147.0,630.0,checkout not delayed,12.0,yes,-618.0,no
568757,379316,mobile,ended,-5.0,567008.0,480.0,checkout not delayed,6.0,yes,-474.0,no
569032,360474,connect,canceled,,565633.0,0.0,checkout not delayed,,no,,no
570357,336886,mobile,canceled,,567161.0,690.0,checkout not delayed,-29.0,no,-719.0,no
571135,403962,connect,ended,56.0,563253.0,480.0,checkout delayed,-139.0,no,-619.0,no
555952,363386,mobile,ended,-8.0,555902.0,300.0,checkout not delayed,131.0,yes,-169.0,no
556238,399603,mobile,ended,-29.0,560315.0,300.0,checkout not delayed,-334.0,no,-634.0,no
556334,350149,mobile,ended,228.0,545622.0,330.0,checkout delayed,105.0,yes,-225.0,no
557592,398586,connect,canceled,,557631.0,240.0,checkout not delayed,-38.0,no,-278.0,no
558052,400078,mobile,ended,,561330.0,60.0,checkout not delayed,,no,,no
558627,305525,connect,ended,8.0,559997.0,0.0,checkout delayed,6.0,yes,6.0,yes
559139,383110,connect,ended,219.0,558448.0,570.0,checkout delayed,64.0,yes,-506.0,no
559798,376840,connect,ended,-48.0,558702.0,60.0,checkout not delayed,-164.0,no,-224.0,no
560901,256882,mobile,ended,4.0,560362.0,480.0,checkout delayed,14.0,yes,-466.0,no
562874,349171,connect,ended,13.0,561815.0,600.0,checkout delayed,-493.0,no,-1093.0,no
541776,264348,mobile,ended,37.0,539983.0,630.0,checkout delayed,-11.0,no,-641.0,no
542651,336314,mobile,ended,78.0,535888.0,60.0,checkout delayed,7.0,yes,-53.0,no
543005,396483,connect,ended,-152.0,542616.0,0.0,checkout not delayed,4.0,yes,4.0,yes
543281,363387,mobile,ended,-86.0,540115.0,0.0,checkout not delayed,-38.0,no,-38.0,no
543497,341119,connect,ended,2.0,543297.0,30.0,checkout delayed,66.0,yes,36.0,yes
543911,349678,connect,ended,132.0,532779.0,0.0,checkout delayed,-80.0,no,-80.0,no
543920,403265,mobile,ended,-108.0,534967.0,60.0,checkout not delayed,-11.0,no,-71.0,no
544075,353270,mobile,ended,-2.0,533945.0,150.0,checkout not delayed,130.0,yes,-20.0,no
544080,289901,connect,ended,-170.0,548270.0,600.0,checkout not delayed,-473.0,no,-1073.0,no
544346,377509,mobile,ended,3.0,544659.0,0.0,checkout delayed,-112.0,no,-112.0,no
544367,381684,mobile,ended,41.0,543618.0,210.0,checkout delayed,10.0,yes,-200.0,no
544603,401871,connect,ended,246.0,558206.0,0.0,checkout delayed,-77.0,no,-77.0,no
548079,364890,mobile,canceled,,547164.0,450.0,checkout not delayed,597.0,yes,147.0,yes
549738,337582,mobile,ended,6.0,521066.0,720.0,checkout delayed,,no,,no
549935,408639,mobile,ended,42.0,545149.0,240.0,checkout delayed,37.0,yes,-203.0,no
550172,399973,mobile,ended,30.0,545415.0,60.0,checkout delayed,-69.0,no,-129.0,no
528135,363936,mobile,ended,-71.0,524255.0,240.0,checkout not delayed,53.0,yes,-187.0,no
534419,362595,mobile,ended,28.0,538769.0,120.0,checkout delayed,6.0,yes,-114.0,no
534678,383344,connect,ended,164.0,563620.0,240.0,checkout delayed,74.0,yes,-166.0,no
510250,317024,connect,ended,-98.0,555935.0,270.0,checkout not delayed,50.0,yes,-220.0,no
519298,352528,connect,ended,295.0,540649.0,480.0,checkout delayed,90.0,yes,-390.0,no
520824,396532,mobile,ended,-365.0,536007.0,90.0,checkout not delayed,46.0,yes,-44.0,no
526953,340333,connect,ended,-111.0,537953.0,300.0,checkout not delayed,-13.0,no,-313.0,no
532405,380833,mobile,ended,-5.0,538592.0,30.0,checkout not delayed,-544.0,no,-574.0,no
563330,414410,mobile,canceled,,563358.0,60.0,checkout not delayed,15.0,yes,-45.0,no
563460,410218,mobile,ended,-30.0,562205.0,300.0,checkout not delayed,-124.0,no,-424.0,no
563901,376491,connect,ended,-170.0,559165.0,240.0,checkout not delayed,90.0,yes,-150.0,no
553900,398802,mobile,ended,8.0,540217.0,0.0,checkout delayed,-988.0,no,-988.0,no
554042,260745,mobile,ended,72.0,563190.0,30.0,checkout delayed,262.0,yes,232.0,yes
554396,402078,mobile,ended,388.0,547517.0,630.0,checkout delayed,67.0,yes,-563.0,no
555810,303930,mobile,ended,61.0,549332.0,630.0,checkout delayed,53.0,yes,-577.0,no
555861,361518,mobile,ended,-100.0,563287.0,30.0,checkout not delayed,22.0,yes,-8.0,no
516589,362187,connect,ended,74.0,564118.0,210.0,checkout delayed,-8.0,no,-218.0,no
526733,192179,connect,ended,-94.0,541656.0,720.0,checkout not delayed,-58.0,no,-778.0,no
564685,283930,mobile,ended,33.0,563173.0,270.0,checkout delayed,264.0,yes,-6.0,no
565100,374741,connect,ended,-71.0,566177.0,0.0,checkout not delayed,-49.0,no,-49.0,no
565445,353138,mobile,ended,71.0,563150.0,120.0,checkout delayed,60.0,yes,-60.0,no
565569,310444,connect,ended,-110.0,561408.0,570.0,checkout not delayed,-54.0,no,-624.0,no
535011,369881,connect,ended,5.0,506161.0,120.0,checkout delayed,6.0,yes,-114.0,no
536702,409088,mobile,ended,38.0,541455.0,60.0,checkout delayed,-172.0,no,-232.0,no
536816,360902,mobile,ended,-12.0,535641.0,450.0,checkout not delayed,,no,,no
537439,305525,connect,ended,-181.0,531276.0,660.0,checkout not delayed,-145.0,no,-805.0,no
538939,222934,mobile,ended,9.0,543854.0,60.0,checkout delayed,-17.0,no,-77.0,no
539530,279800,mobile,canceled,,540451.0,0.0,checkout not delayed,-19.0,no,-19.0,no
539588,392368,connect,ended,-226.0,544319.0,60.0,checkout not delayed,-484.0,no,-544.0,no
540523,342699,connect,ended,42.0,537316.0,120.0,checkout delayed,66.0,yes,-54.0,no
541437,314456,connect,canceled,,546501.0,0.0,checkout not delayed,-210.0,no,-210.0,no
542810,390729,mobile,ended,-121.0,540933.0,0.0,checkout not delayed,-14.0,no,-14.0,no
543524,195986,mobile,ended,26.0,539274.0,0.0,checkout delayed,15.0,yes,15.0,yes
543533,356106,connect,canceled,,541079.0,60.0,checkout not delayed,-24.0,no,-84.0,no
550857,405420,mobile,ended,112.0,553313.0,360.0,checkout delayed,260.0,yes,-100.0,no
550907,334190,connect,canceled,,549759.0,0.0,checkout not delayed,142.0,yes,142.0,yes
559492,339475,mobile,ended,-3.0,555193.0,270.0,checkout not delayed,16.0,yes,-254.0,no
560076,352528,connect,ended,-102.0,561362.0,30.0,checkout not delayed,-21.0,no,-51.0,no
545169,352650,connect,ended,49.0,540370.0,120.0,checkout delayed,-322.0,no,-442.0,no
545586,384396,connect,canceled,,553994.0,60.0,checkout not delayed,120.0,yes,60.0,yes
562971,396777,mobile,ended,7.0,558913.0,420.0,checkout delayed,19.0,yes,-401.0,no
563634,360418,mobile,ended,11.0,544591.0,480.0,checkout delayed,-22.0,no,-502.0,no
564845,342699,connect,ended,-61.0,565162.0,510.0,checkout not delayed,52.0,yes,-458.0,no
564913,407315,mobile,ended,-172.0,565399.0,0.0,checkout not delayed,70.0,yes,70.0,yes
566664,408140,mobile,ended,-115.0,549726.0,660.0,checkout not delayed,72.0,yes,-588.0,no
566710,373893,connect,ended,122.0,561416.0,420.0,checkout delayed,-194.0,no,-614.0,no
567126,396435,connect,ended,-1.0,535053.0,420.0,checkout not delayed,-81.0,no,-501.0,no
540134,314456,connect,ended,62.0,543910.0,60.0,checkout delayed,56.0,yes,-4.0,no
566043,309070,connect,ended,2.0,560738.0,300.0,checkout delayed,-37.0,no,-337.0,no
566181,366164,connect,ended,-24.0,570155.0,30.0,checkout not delayed,-130.0,no,-160.0,no
567979,347873,connect,canceled,,543790.0,30.0,checkout not delayed,-200.0,no,-230.0,no
569130,380813,mobile,ended,-10.0,551354.0,390.0,checkout not delayed,14.0,yes,-376.0,no
571119,355444,connect,ended,-555.0,570983.0,150.0,checkout not delayed,-61.0,no,-211.0,no
533898,301301,connect,canceled,,557078.0,360.0,checkout not delayed,104.0,yes,-256.0,no
537967,335276,connect,ended,46.0,540855.0,0.0,checkout delayed,29.0,yes,29.0,yes
542601,282208,mobile,ended,184.0,521526.0,240.0,checkout delayed,-53.0,no,-293.0,no
567818,368432,mobile,ended,-986.0,568439.0,630.0,checkout not delayed,-25.0,no,-655.0,no
568211,409197,mobile,ended,-27.0,563484.0,660.0,checkout not delayed,-76.0,no,-736.0,no
569153,407636,connect,canceled,,560335.0,0.0,checkout not delayed,-159.0,no,-159.0,no
569583,332998,mobile,ended,-125.0,566841.0,570.0,checkout not delayed,13.0,yes,-557.0,no
571816,314220,mobile,ended,60.0,574276.0,120.0,checkout delayed,43.0,yes,-77.0,no
574188,358978,connect,ended,-30.0,573147.0,570.0,checkout not delayed,6.0,yes,-564.0,no
575912,405611,connect,ended,-58.0,574676.0,90.0,checkout not delayed,35.0,yes,-55.0,no
556652,394272,mobile,ended,1800.0,545556.0,720.0,checkout delayed,-8.0,no,-728.0,no
556670,374057,mobile,ended,-14.0,553772.0,120.0,checkout not delayed,4.0,yes,-116.0,no
556836,270935,mobile,ended,-171.0,546478.0,300.0,checkout not delayed,8.0,yes,-292.0,no
557220,337311,mobile,ended,17.0,536108.0,0.0,checkout delayed,-843.0,no,-843.0,no
557430,376311,connect,canceled,,549853.0,240.0,checkout not delayed,-162.0,no,-402.0,no
566822,412917,mobile,ended,58.0,554385.0,660.0,checkout delayed,0.0,no,-660.0,no
567091,402989,connect,ended,-397.0,557053.0,60.0,checkout not delayed,-95.0,no,-155.0,no
567286,295619,mobile,ended,7.0,567805.0,150.0,checkout delayed,52.0,yes,-98.0,no
567764,414230,mobile,ended,-33.0,566395.0,120.0,checkout not delayed,24.0,yes,-96.0,no
567782,409499,mobile,ended,21.0,568160.0,690.0,checkout delayed,48.0,yes,-642.0,no
530845,373889,mobile,canceled,,536992.0,0.0,checkout not delayed,1.0,yes,1.0,yes
531468,397636,mobile,canceled,,538819.0,90.0,checkout not delayed,30.0,yes,-60.0,no
535461,386259,connect,ended,-33.0,543525.0,30.0,checkout not delayed,11.0,yes,-19.0,no
536440,392633,mobile,canceled,,553304.0,600.0,checkout not delayed,49.0,yes,-551.0,no
551941,385378,mobile,ended,40.0,528845.0,60.0,checkout delayed,-4624.0,no,-4684.0,no
552138,385523,connect,ended,22.0,537139.0,30.0,checkout delayed,-52.0,no,-82.0,no
552310,385625,connect,ended,-64.0,552425.0,300.0,checkout not delayed,-102.0,no,-402.0,no
547628,324940,mobile,canceled,,552763.0,120.0,checkout not delayed,-5.0,no,-125.0,no
547668,369881,connect,ended,13.0,535011.0,0.0,checkout delayed,5.0,yes,5.0,yes
548899,361991,mobile,ended,46.0,547573.0,480.0,checkout delayed,17.0,yes,-463.0,no
549066,409663,mobile,canceled,,544279.0,600.0,checkout not delayed,,no,,no
561623,386880,mobile,ended,-102.0,553117.0,630.0,checkout not delayed,65.0,yes,-565.0,no
561637,404433,mobile,ended,-46.0,565733.0,480.0,checkout not delayed,-1020.0,no,-1500.0,no
561678,316678,connect,ended,-760.0,560439.0,180.0,checkout not delayed,-8.0,no,-188.0,no
562032,289383,mobile,ended,45.0,560727.0,30.0,checkout delayed,20.0,yes,-10.0,no
562464,281955,mobile,ended,,565027.0,720.0,checkout not delayed,-55.0,no,-775.0,no
563487,338969,connect,ended,-60.0,564381.0,600.0,checkout not delayed,-53.0,no,-653.0,no
564190,377781,mobile,ended,218.0,560500.0,180.0,checkout delayed,-259.0,no,-439.0,no
564384,398152,connect,ended,-2.0,562529.0,720.0,checkout not delayed,40.0,yes,-680.0,no
565397,389565,connect,ended,-1.0,563832.0,660.0,checkout not delayed,-5.0,no,-665.0,no
551708,391325,mobile,canceled,,543706.0,390.0,checkout not delayed,,no,,no
551709,268787,mobile,ended,74.0,551518.0,0.0,checkout delayed,-13.0,no,-13.0,no
552019,392683,connect,canceled,,553157.0,240.0,checkout not delayed,-18.0,no,-258.0,no
552106,389836,mobile,canceled,,538942.0,330.0,checkout not delayed,142.0,yes,-188.0,no
553500,383497,mobile,ended,24.0,519122.0,120.0,checkout delayed,163.0,yes,43.0,yes
554515,276924,mobile,ended,-64.0,553153.0,120.0,checkout not delayed,5.0,yes,-115.0,no
554901,251447,connect,ended,-41.0,552582.0,210.0,checkout not delayed,-60.0,no,-270.0,no
556467,369938,connect,ended,-105.0,547952.0,240.0,checkout not delayed,144.0,yes,-96.0,no
557773,402858,mobile,ended,-68.0,511719.0,0.0,checkout not delayed,71.0,yes,71.0,yes
557990,312572,mobile,ended,-89.0,558495.0,0.0,checkout not delayed,73.0,yes,73.0,yes
558327,383443,connect,ended,78.0,566342.0,60.0,checkout delayed,-598.0,no,-658.0,no
558692,338969,connect,ended,,552161.0,660.0,checkout not delayed,-3.0,no,-663.0,no
559724,383462,connect,ended,-39.0,556319.0,660.0,checkout not delayed,55.0,yes,-605.0,no
543577,356106,connect,ended,-13.0,541079.0,120.0,checkout not delayed,-24.0,no,-144.0,no
543854,222934,mobile,ended,-17.0,507859.0,0.0,checkout not delayed,16.0,yes,16.0,yes
543940,348526,connect,canceled,,512216.0,60.0,checkout not delayed,-39.0,no,-99.0,no
543975,406551,mobile,ended,58.0,537735.0,150.0,checkout delayed,13.0,yes,-137.0,no
536315,369230,mobile,ended,-191.0,536343.0,720.0,checkout not delayed,780.0,yes,60.0,yes
537183,406984,mobile,canceled,,538569.0,60.0,checkout not delayed,-15.0,no,-75.0,no
537683,391618,connect,ended,54.0,549289.0,60.0,checkout delayed,-814.0,no,-874.0,no
537737,382968,mobile,ended,51.0,538666.0,150.0,checkout delayed,34.0,yes,-116.0,no
538875,334190,connect,ended,-875.0,543805.0,0.0,checkout not delayed,-130.0,no,-130.0,no
545551,388466,mobile,ended,-120.0,556990.0,180.0,checkout not delayed,201.0,yes,21.0,yes
556573,300505,connect,ended,-45.0,552826.0,630.0,checkout not delayed,13.0,yes,-617.0,no
539083,204293,mobile,canceled,,540497.0,420.0,checkout not delayed,-4.0,no,-424.0,no
539837,325139,mobile,ended,62.0,536246.0,510.0,checkout delayed,-86.0,no,-596.0,no
540547,385008,connect,ended,48.0,536772.0,120.0,checkout delayed,-13.0,no,-133.0,no
540243,352921,connect,ended,6.0,537768.0,0.0,checkout delayed,-3.0,no,-3.0,no
540416,368724,mobile,canceled,,538062.0,270.0,checkout not delayed,72.0,yes,-198.0,no
541760,367632,connect,ended,-29.0,527974.0,270.0,checkout not delayed,8.0,yes,-262.0,no
541863,358982,connect,ended,-159.0,540103.0,720.0,checkout not delayed,-2.0,no,-722.0,no
542028,317298,connect,ended,-225.0,538558.0,30.0,checkout not delayed,-9.0,no,-39.0,no
573809,167490,mobile,ended,0.0,569307.0,660.0,checkout not delayed,-22.0,no,-682.0,no
573931,300377,mobile,ended,-8.0,568712.0,120.0,checkout not delayed,1760.0,yes,1640.0,yes
557935,338969,connect,canceled,,552161.0,360.0,checkout not delayed,-3.0,no,-363.0,no
547919,183514,mobile,ended,-121.0,547720.0,60.0,checkout not delayed,-5.0,no,-65.0,no
548088,402562,connect,ended,-111.0,546511.0,120.0,checkout not delayed,14.0,yes,-106.0,no
549442,408506,mobile,ended,-150.0,548118.0,120.0,checkout not delayed,9.0,yes,-111.0,no
549512,251447,connect,ended,-165.0,548048.0,0.0,checkout not delayed,-27.0,no,-27.0,no
549521,387976,mobile,ended,17.0,543979.0,0.0,checkout delayed,7.0,yes,7.0,yes
535880,377004,mobile,ended,-853.0,549968.0,30.0,checkout not delayed,52.0,yes,22.0,yes
536046,406075,mobile,ended,-158.0,538415.0,420.0,checkout not delayed,29.0,yes,-391.0,no
536763,363431,mobile,canceled,,523920.0,690.0,checkout not delayed,-25.0,no,-715.0,no
537148,407334,mobile,ended,37.0,537350.0,720.0,checkout delayed,-197.0,no,-917.0,no
537570,299059,mobile,ended,-11.0,534705.0,60.0,checkout not delayed,74.0,yes,14.0,yes
560412,336349,connect,canceled,,568759.0,630.0,checkout not delayed,1466.0,yes,836.0,yes
550072,412028,mobile,ended,172.0,549606.0,570.0,checkout delayed,567.0,yes,-3.0,no
551063,365796,mobile,canceled,,547713.0,120.0,checkout not delayed,,no,,no
551531,382633,mobile,ended,,544304.0,540.0,checkout not delayed,,no,,no
552207,360551,connect,ended,68.0,550621.0,30.0,checkout delayed,108.0,yes,78.0,yes
552208,376311,connect,ended,33.0,549389.0,90.0,checkout delayed,64.0,yes,-26.0,no
552380,412021,mobile,canceled,,549184.0,150.0,checkout not delayed,7.0,yes,-143.0,no
566328,385008,connect,ended,23.0,565761.0,690.0,checkout delayed,1.0,yes,-689.0,no
567257,370416,connect,ended,,563114.0,0.0,checkout not delayed,0.0,no,0.0,no
568524,314456,connect,ended,-10.0,559282.0,60.0,checkout not delayed,-106.0,no,-166.0,no
568826,279966,mobile,ended,-35.0,566857.0,90.0,checkout not delayed,51.0,yes,-39.0,no
569645,396034,connect,ended,-25.0,551522.0,330.0,checkout not delayed,0.0,no,-330.0,no
570777,368604,connect,ended,-12.0,527387.0,660.0,checkout not delayed,-68.0,no,-728.0,no
570917,411523,mobile,canceled,,568349.0,600.0,checkout not delayed,-4.0,no,-604.0,no
571324,366164,connect,ended,-294.0,566181.0,450.0,checkout not delayed,-24.0,no,-474.0,no
571713,311923,connect,ended,-123.0,544337.0,600.0,checkout not delayed,21.0,yes,-579.0,no
572052,402392,mobile,ended,,563280.0,60.0,checkout not delayed,,no,,no
561213,405433,mobile,ended,124.0,564813.0,120.0,checkout delayed,147.0,yes,27.0,yes
561599,275810,mobile,ended,11.0,554462.0,600.0,checkout delayed,535.0,yes,-65.0,no
562325,347042,connect,ended,-73.0,564123.0,600.0,checkout not delayed,78.0,yes,-522.0,no
563213,263232,mobile,ended,-71.0,565495.0,240.0,checkout not delayed,6.0,yes,-234.0,no
565109,312603,connect,ended,-956.0,566489.0,0.0,checkout not delayed,31.0,yes,31.0,yes
542854,317024,connect,ended,116.0,542633.0,570.0,checkout delayed,-27.0,no,-597.0,no
542878,335276,connect,ended,79.0,553825.0,0.0,checkout delayed,-18.0,no,-18.0,no
559197,400591,mobile,ended,6.0,553823.0,0.0,checkout delayed,6.0,yes,6.0,yes
559663,173061,connect,ended,-21.0,552524.0,720.0,checkout not delayed,-22.0,no,-742.0,no
560213,412226,mobile,ended,,558523.0,480.0,checkout not delayed,,no,,no
560214,362339,connect,canceled,,557201.0,30.0,checkout not delayed,-390.0,no,-420.0,no
560949,310636,connect,ended,26.0,564126.0,60.0,checkout delayed,-77.0,no,-137.0,no
568943,337311,mobile,ended,70.0,554123.0,90.0,checkout delayed,14.0,yes,-76.0,no
